Date,Customer,Project,Article ID,Stage Name,Support Type,Level,Issue reported,Resolved notes,Category,Sub-category,What,Who,Why,Agent name,SLA
2022-01-19 13:15:48,spe,spej,SPE-209595-PA,Typesetter Check,Editor,level-2,"PDF preview missing, please fix.",Doi updated please check.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),1h 7m
2022-01-19 6:38:09,bir,bjr,bjr.20211352,Pre-editing,Editor,level-2,Add the heading 'REFERENCES' above reference list.,References head added please check.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),3h 36m
2022-01-19 5:13:46,mbs,ijsem,IJSEM-D-21-00611,Pre-editing,Editor,level-2,Please fix the DTD error.,References direct text removed.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),1h 42m
2022-01-19 7:59:42,bir,bjr,bjr.20210705,Typesetter Review,Editor,level-2,"Reference citations are showing wrong numbers. In reference list it is 19, 21-24, but after citing it is showing as 18,24,27,29,30, please fix this issue, we unable to correct it",References citation issue fixed.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),4h 9m
2022-01-19 12:21:11,elife,elife,74993,Typesetter Review,Editor,level-2,Screenshot 2022-01-19 at 5.50.38 PM.png - I am unable to delete the red colur text video 5 above as it is highlighted in red. Please delete,Video 5 Highlighted in red text removed please check.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),0h 58m
2022-01-19 9:03:01,bjp,bjj,BJJ-2021-1114.R1,Pre-editing,Editor,level-2,"BJJ-2021-1114.R1.Probe error.JPG When approve is given, it displays the probe error. Please work on it.",Author email unwanted double space removed. Note: Please remove Table 1 references citation double superscript remove your end.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),4h 45m
2022-01-19 6:57:25,spe,spej,SJ-0521-0005.R2,Typesetter Review,Editor,level-2,"(1) Please change ""Fig. B1 and Fig. B2"" to ""Figs. B-1 and B-2"" Its appear in table 2.","Changed ""Fig. B1 and Fig. B2"" to ""Figs. B-1 and B-2"" please check.",XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),2h 57m
2022-01-19 11:21:45,spe,spej,SPE-209592-PA,Typesetter Check,Editor,level-2,"Pdf preview missing, please fix.",Pdf preview showing editor please check.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),1h 31m
2022-01-19 13:23:55,bmj,bmjebm,bmjebm-2021-111801,Final Deliverables,Editor,level-2,copyright year 2022,Copyright year changed please check.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),1h 0m
2022-01-19 13:30:32,bmj,bmjopen,bmjopen-2021-052492,Pre-editing,Editor,level-2,"Change ""Table 3Assessment"" to ""Table 3"" in table label.",Table 3 lable changed please check.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),1h 19m
2022-01-19 12:43:30,elife,elife,65092,Typesetter Review,Editor,level-2,Now the source code files files appear to have vanished in xml and I cannot replace them; I get an upload error. Please restore the files for Figure 3—source code 1 and Figure 5—source code 1. Please change to supp block and correct the xml issue as well.,Listed points fixed,Figure,Others,Pattern not recognised,Process,Product Missed Requirement,Ranjithkumar (TYPESETTER),3h 37m
2022-01-19 14:15:51,elife,elife,73012,Typesetter Review,Editor,level-2,"In the reference->Sterne JAC ""WHO Rapid Evidence Appraisal for COVID-19 Therapies (REACT) Working Group"" colaboration should be first author.",Listed points fixed,Document elements,References,House style incorrect,People,People Training,Ranjithkumar (TYPESETTER),2h 14m
2022-01-19 6:50:00,bmj,lupus,lupus-2021-000554,Typesetter Check,Editor,level-2,Please change 'MA and SA-N are joint first authors' to MA and SA-N are joint last authors.,joint last author updated,Document elements,Author,XML issues,Product,Product bug,Sneka (TYPESETTER),2h 37m
