Date,Customer,Project,Article ID,Stage Name,Support Type,Level,Issue reported,Resolved notes,Category,Sub-category,What,Who,Why,Agent name,SLA
2022-01-31 4:18:44,isass,ijss,IJSSURGERY-D-21-00077,Typesetter Check,Editor,level-2,Please remove end period after doi number in all the references.,dot removed,Document elements,References,User unable to override the house style,Product,Product bug,Sneka (TYPESETTER),2h 51m
2022-01-31 7:36:17,elife,elife,63405,Typesetter Review,Editor,level-2,download (8).png - Please make this as 1d asap. Please fix asap,equation citation updated,Document elements,Citation,Other,Product,Product bug,Sneka (TYPESETTER),0h 23m
2022-01-31 9:57:02,elife,elife,74589,Typesetter Review,Editor,level-2,"I've tried 3 times and cant signed off this article, please sign off",revertin back to production,Document elements,Others,Linking between the elements are incorrect,Product,Product Missed Requirement,Ranjithkumar (TYPESETTER),2h 31m
2022-01-31 10:21:36,spe,spej,SPE-209233-PA,Typesetter Check,Editor,level-2,"Remove duplicate volume in reference ""Deuflhard, P. 2011"" and ""LeVeque, R. J. 2002""",Volume number removed,Document elements,References,Content loading issues,Product,Product bug,Hariharan (TYPESETTER),0h 35m
2022-01-31 7:25:09,iet_books,iet_books.46568,iet_books.46568.009,Pre-editing,Editor,level-2,"Could not cite the appendix table as Table F.1, if I tried to cite, it shows as (Abstract translation T1)image (53).pngimage (54).png",Appendix table citation corrected please check.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),2h 23m
2022-01-31 6:45:56,isass,ijss,IJSSURGERY-D-20-00426,Typesetter Check,Editor,level-2,10th and 11th reference shows wrongle after doi:%20 the %20 should be removed from 10th and 11th ref.,space removed in ref doi,Document elements,References,Other,Product,Product bug,Sneka (TYPESETTER),1h 7m
2022-01-31 4:38:48,spe,spej,SPE-209582-PA,Typesetter Check,Editor,level-2,"PDF preview missing, please fix.",pdf preview enabled,XML,Others,XML issues,Product,Product bug,Sneka (TYPESETTER),0h 39m
2022-01-31 11:01:17,spe,spej,SPE-209582-PA,Typesetter Check,Editor,level-2,"Add space after comma in the reference citation ""Aghli et al. 2016,2019""",Citation updated,Document elements,Citation,Content loading issues,Product,Product bug,Hariharan (TYPESETTER),0h 37m
2022-01-31 5:03:03,spe,spej,SPE-209579-PA,Typesetter Check,Editor,level-2,"1. Please change ""Supplementary file 1"""" supplementary information (Fig. S1 through Fig. S6)"". 2. In the reference ""API RP63"", move year after the title (standard reference type)",citations corrected,Document elements,Citation,Content loading issues,Product,Product bug,Hariharan (TYPESETTER),2h 55m
2022-01-31 12:24:07,spe,spej,SPE-209579-PA,Typesetter Check,Editor,level-2,"Please change ""Supplementary Information"" to "" supplementary information (Fig. S1 through Fig. S6)"".","Changed ""Supplementary Information"" to "" supplementary information (Fig. S1 through Fig. S6)"" please check.",XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),0h 55m
