Date,Customer,Project,Article ID,Stage Name,Support Type,Level,Issue reported,Resolved notes,Category,Sub-category,What,Who,Why,Agent name,SLA
2022-01-03 9:46:22,bmj,bmjopen,bmjopen-2021-051275,Typesetter Check,Editor,level-2,"Please remove the text ""Phone: 86-13382772548. E-mail: Email, ORCiD ID Hua You https://orcid.org/0000-0002-0004-0470"" from correspondence to section. Unable to remove at my end.",Removed unwanted text correspondence section please check.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),1h 20m
2022-01-03 5:29:55,bmj,jclinpath,jclinpath-2021-207750,Typesetter Review,Editor,level-2,"Please add inline attribute data-p-inline=""true"" to the key message box.",Added inline attribute in box.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),0h 51m
2022-01-03 11:05:44,bmj,jclinpath,jclinpath-2021-207750,Typesetter Review,Editor,level-2,Insert Covid license for this article.,covid license updated,Document elements,Copyright statement,Meta data loading issues,Product,Product bug,Hariharan (TYPESETTER),3h 36m
2022-01-03 4:23:04,spe,spej,SJ-0721-0040,Typesetter Check,Editor,level-2,"(1) Please change this ""Eqs. Eqs. 1 5"" to Eqs. 1 and 5(2) Please change this ""Eq. Eqs. 5 - (7)"" to ""Eqs. 5–7"" (3) Change ""Eq. Eqs. 5"" to ""Eq. 5"" (4) Change this ""Eqs. Eqs. 29 30"" to ""Eqs. 29 and 30"" (5) Change ""Eq. Eqs. 5"" to ""Eq. 5"" (6) Change "" (39) "" to ""Eq. 39"" (7) Change ""Eqs. Eqs. 27 28"" ""Eqs. 27 and 28"" (8) Change ""Eqs. Eqs. 10 27"" to ""Eqs. 10 and 27"" (9) Change ""Eq. Eqs. 46 - (51)"" to ""Eqs. 46–51"" (10) In table Table 10 Remove the link for all figure and table citations . (11) Change ""Eqs. A.4 A.6 A.18 and A.2"" to ""Eqs.A.4, A.6, A.18, and A.2""Its offline article, once you complete the above corrections, please get job id and move to proofing, due to delay.","Proof has been generated, please use online proof from kriya.",Proofing scripts,Job manager,Workflow issues,Product,Product bug,Sathish Kumar (TYPESETTER),6h 22m
2022-01-03 13:21:19,spe,spej,SJ-0721-0040,Typesetter Check,Editor,level-2,"(1) Please change ""Eqs. Eqs. 5 7"" to ""Eqs. 5 and 7""","Changed ""Eqs. Eqs. 5 7"" to ""Eqs. 5 and 7"". Please check.",XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),1h 36m
2022-01-03 13:35:37,bmj,bmjopen,bmjopen-2020-045562,Pre-editing,Editor,level-2,3.JPG Kindly fix the probe error,Reference 12 volume bold removed error cleared.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),2h 13m
2022-01-03 9:52:33,cabi,cabi.36247,cabi.36247.006,Pre-editing,Editor,level-2,URGENTpls correct the label of table 6.1 (should be Table 6.1. only),Unwanted lable removed in Table 6.1. Please add table image your end.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),2h 26m
2022-01-03 7:35:07,bjp,bjj,BJJ-2021-1261.R1,Pre-editing,Proofing,level-2,"BJJ-2021-1261.R1Capture.JPGUnable to generate the PDF. It shows the error, which I have affixed as a captured file. Please work on it.",Proof has been generated,Proofing scripts,Job manager,PDF issues,Product,Product bug,Sathish Kumar (TYPESETTER),0h 38m
2022-01-03 11:33:26,bjp,bjj,BJJ-2021-1261.R1,Pre-editing,Editor,level-2,BJJ-2021-1261.R1 Capture.JPGWhen approve is given it displays the probe error. Please work on it.,Copyright year changed error cleared.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),2h 31m
2022-01-03 14:56:02,bjp,bjj,BJJ-2021-1261.R1,Typesetter Check,Proofing,level-2,Cant able to place figure 2 in correct order. Kindly fix in pdf,Fixed,Editor issue,Float citation,User not able to structure,Product,Product bug,Aysha (TYPESETTER),0h 29m
2022-01-03 8:15:59,bmj,bmjopen,bmjopen-2021-053899,Pre-editing,Editor,level-2,Kindly fix the Attribute data-id should not be same.1.JPG,Attribute data-id changed error cleared.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),2h 5m
2022-01-03 11:35:27,bmj,bmjopen,bmjopen-2021-053899,Pre-editing,Proofing,level-2,Pdf generation failed. Kindly fix 2.JPG,Proof has been generated,Editor issue,XML structure - Misc,XML issues,Product,Product bug,Sathish Kumar (TYPESETTER),2h 18m
2022-01-03 4:19:39,elife,elife,73808,Typesetter Check,Editor,level-2,"Please check and link the unlinked Equations citations throughout the text. (e.g. Equation S41, S50)",Equations citations issue updated,Probe Validation,Others,Content loading issues,Product,Product bug,Muthukumar (TYPESETTER),3h 49m
2022-01-03 13:10:32,elife,elife,73808,Typesetter Check,Editor,level-2,"Please fix Equation citation mentioned before, its not citated in Figure 5-figure supplement 1 caption we tried but cannot cite this.",Equations citations updated,Structure content,Others,Content loading issues,Product,Product bug,Muthukumar (TYPESETTER),2h 29m
2022-01-03 6:56:54,elife,elife,70393,Typesetter Check,Editor,level-2,"Clear probe;1. [pub-date-test-6] pub-date[@pub-type='collection'] year must be the same as pub-date[@publication-format='electronic'][@date-type='publication'] year.2. [cc-0-test-1] This is a CC0 licensed article (http://creativecommons.org/publicdomain/zero/1.0/), but there is a copyright-statement (© 2022) which is not correct.3. [cc-0-test-2] This is a CC0 licensed article (http://creativecommons.org/publicdomain/zero/1.0/), but there is a copyright-year (2022) which is not correct.4. [volume-test-1] Journal volume is incorrect. It should be 11.",Please update copy right statement correctly from your end,Probe Validation,Others,Content loading issues,People,People Training,Muthukumar (TYPESETTER),4h 17m
2022-01-03 8:53:57,elife,elife,72937,Typesetter Review,Editor,level-2,[pub-date-test-6] pub-date[@pub-type='collection'] year must be the same as pub-date[@publication-format='electronic'][@date-type='publication'] year.--Please add 2022 in article info,Probe cleared,Probe Validation,Others,Content loading issues,Product,Product bug,Muthukumar (TYPESETTER),4h 4m
2022-01-03 9:36:15,elife,elife,76000,Typesetter Review,Editor,level-2,Please fix the Schemetron Error regards Pub-date and volume number.,Validation cleared,Probe Validation,Others,User unable to override the house style,Process,Product Missed Requirement,Ranjithkumar (TYPESETTER),1h 26m
2022-01-03 5:23:11,elife,elife,74512,Pre-editing,Editor,level-2,"1) xref with @ref-type='video' points to an element with an @id='video2', but no such element exists. https://elifesciences.gitbook.io/productionhowto/-M1eY9ikxECYR-0OcnGt/article-details/content/allowed-assets/asset-citations#xref-target-conformance.2) xref with @ref-type='video' points to an element with an @id='video3', but no such element exists. https://elifesciences.gitbook.io/productionhowto/-M1eY9ikxECYR-0OcnGt/article-details/content/allowed-assets/asset-citations#xref-target-conformance3) xref with @ref-type='video' points to an element with an @id='video4', but no such element exists. https://elifesciences.gitbook.io/productionhowto/-M1eY9ikxECYR-0OcnGt/article-details/content/allowed-assets/asset-citations#xref-target-conformance4) xref with @ref-type='video' points to an element with an @id='video5', but no such element exists. https://elifesciences.gitbook.io/productionhowto/-M1eY9ikxECYR-0OcnGt/article-details/content/allowed-assets/asset-citations#xref-target-conformance5) xref with @ref-type='video' points to an element with an @id='video6', but no such element exists. https://elifesciences.gitbook.io/productionhowto/-M1eY9ikxECYR-0OcnGt/article-details/content/allowed-assets/asset-citations#xref-target-conformance.6) xref with @ref-type='video' points to an element with an @id='video7', but no such element exists. https://elifesciences.gitbook.io/productionhowto/-M1eY9ikxECYR-0OcnGt/article-details/content/allowed-assets/asset-citations#xref-target-conformance7) xref with @ref-type='video' points to an element with an @id='video9', but no such element exists. https://elifesciences.gitbook.io/productionhowto/-M1eY9ikxECYR-0OcnGt/article-details/content/allowed-assets/asset-citations#xref-target-conformance8) xref with @ref-type='video' points to an element with an @id='video10', but no such element exists. https://elifesciences.gitbook.io/productionhowto/-M1eY9ikxECYR-0OcnGt/article-details/content/allowed-assets/asset-citations#xref-target-conformance9) xref with @ref-type='video' points to an element with an @id='video11', but no such element exists. https://elifesciences.gitbook.io/productionhowto/-M1eY9ikxECYR-0OcnGt/article-details/content/allowed-assets/asset-citations#xref-target-conformance10) xref with @ref-type='video' points to an element with an @id='video12', but no such element exists. https://elifesciences.gitbook.io/productionhowto/-M1eY9ikxECYR-0OcnGt/article-details/content/allowed-assets/asset-citations#xref-target-conformance11) xref with @ref-type='video' points to an element with an @id='video13', but no such element exists. https://elifesciences.gitbook.io/productionhowto/-M1eY9ikxECYR-0OcnGt/article-details/content/allowed-assets/asset-citations#xref-target-conformance12) xref with @ref-type='video' points to an element with an @id='video15', but no such element exists. https://elifesciences.gitbook.io/productionhowto/-M1eY9ikxECYR-0OcnGt/article-details/content/allowed-assets/asset-citations#xref-target-conformance13) xref with @ref-type='video' points to an element with an @id='video16', but no such element exists. https://elifesciences.gitbook.io/productionhowto/-M1eY9ikxECYR-0OcnGt/article-details/content/allowed-assets/asset-citations#xref-target-conformance14) video citation does not match the video that it links to. Target video label number(s) are 16, but 16 is not in the citation text - Figure 7-video 1.15) video citation does not match the video that it links to. Target video label number(s) are 15, but 15 is not in the citation text - Figure 6-video 1.16) video citation does not match the video that it links to. Target video label number(s) are 13 14, but 13 and 14 are not in the citation text - Figure 5-videos 3 - 4.17) video citation does not match the video that it links to. Target video label number(s) are 12, but 12 is not in the citation text - Figure 5-video 2.18) video citation does not match the video that it links to. Target video label number(s) are 11, but 11 is not in the citation text - Figure 5-video 1.19) video citation does not match the video that it links to. Target video label number(s) are 10, but 10 is not in the citation text - Figure 4-video 5.20) video citation does not match the video that it links to. Target video label number(s) are 9, but 9 is not in the citation text - Figure 4-video 4.21) video citation does not match the video that it links to. Target video label number(s) are 7 8, but 7 and 8 are not in the citation text - Figure 4-videos 2 - 3.22) video citation does not match the video that it links to. Target video label number(s) are 6, but 6 is not in the citation text - Figure 4-video 1.23) video citation does not match the video that it links to. Target video label number(s) are 4 5, but 4 and 5 are not in the citation text - Figure 3-video 3-4.24) video citation does not match the video that it links to. Target video label number(s) are 2, but 2 is not in the citation text - Figure 3-video 1.25) Please do update the ID of all the video citations and fix all the DTD errors.",DTD error cleared,Probe Validation,Others,Content loading issues,Product,Product bug,Muthukumar (TYPESETTER),7h 39m
2022-01-03 9:26:18,elife,elife,70472,Pre-editing,Editor,level-2,"1. [cc-0-test-3] This is a CC0 licensed article (http://creativecommons.org/publicdomain/zero/1.0/), but there is a copyright-holder (Lee et al) which is not correct. 2. Error license-p-test-3 [license-p-test-3] If a license element has an xlink:href attribute, there must be a link in license-p that matches the link in the license/@xlink:href attribute. License link: http://creativecommons.org/publicdomain/zero/1.0/. Links in the license-p: http://creativecommons.org/publicdoman/zero/1.0/. 3. Error license-p-test-4 [license-p-test-4] If a license contains an ali:license_ref element, there must be a link in license-p that matches the link in the ali:license_ref element. ali:license_ref link: http://creativecommons.org/publicdomain/zero/1.0/. Links in the license-p: http://creativecommons.org/publicdoman/zero/1.0/.--Please fix copy right statement4. break-placement] The break element is only permitted as a child (or descendant) of a table cell. This one is placed elsewhere (article/back/sec/supplementary-material/label/break).--Please fix break statement",validation cleared,Probe Validation,Others,User unable to override the house style,Product,Product Missed Requirement,Ranjithkumar (TYPESETTER),3h 17m
2022-01-03 12:56:30,elife,elife,70016,Pre-editing,Editor,level-2,"Please fix this validation errors ""Attribute data-id should not be same."" PDF is not generating.",Validation error cleared,Probe Validation,Others,Content loading issues,Product,Product bug,Muthukumar (TYPESETTER),2h 52m
2022-01-03 8:20:19,elife,elife,50324,Typesetter Check,Editor,level-2,"Please fix; [permissions-test-6] copyright-year must match the contents of the year in the pub-date[@publication-format='electronic'][@date-type='publication']. Currently, copyright-year=2022 and pub-date=2021.",validation cleared,Probe Validation,Others,PDF issues,Product,Special Request,Ranjithkumar (TYPESETTER),1h 2m
2022-01-03 6:07:24,elife,elife,74336,Pre-editing,Editor,level-2,Attribute id should not be empty. Please fix this.,MOved content,Probe Validation,Others,Content loading issues,Product,Product bug,Muthukumar (TYPESETTER),2h 53m
2022-01-03 12:21:25,elife,elife,62863,Typesetter Check,Editor,level-2,"Clear probe, update xml;1. [pub-date-test-6] pub-date[@pub-type='collection'] year must be the same as pub-date[@publication-format='electronic'][@date-type='publication'] year.2. [volume-test-1] Journal volume is incorrect. It should be 11.",Probe cleared,Probe Validation,Others,Content loading issues,Product,Product bug,Muthukumar (TYPESETTER),1h 58m
2022-01-03 6:54:38,elife,elife,71946,Typesetter Check,Editor,level-2,"Clear probe;1. [permissions-test-6] copyright-year must match the contents of the year in the pub-date[@publication-format='electronic'][@date-type='publication']. Currently, copyright-year=2022 and pub-date=2021.2. [ed-eval-rel-obj-test-5] related-object in editor's evaluation must have an object-id attribute whose value is the same as the preprint doi in the article's pub-history. object-id '10.1101/2021.07.08.451715' is not the same as the preprint doi in the event history, ''.",Please chck update copy right year from your end,Probe Validation,Others,Content loading issues,People,People Training,Muthukumar (TYPESETTER),3h 19m
2022-01-03 10:29:21,elife,elife,65092,Typesetter Review,Editor,level-2,Please fix the schemetron error regards Figures permssions.,Probe cleared,Probe Validation,Others,Content loading issues,Product,Product bug,Muthukumar (TYPESETTER),3h 16m
2022-01-03 7:24:43,elife,elife,65540,Pre-editing,Proofing,level-2,PDF generation failed. process killed - task exit,Proof has been generated,Proofing scripts,Job manager,PDF issues,Product,Product bug,Gowri Manohar (TYPESETTER),5h 43m
2022-01-03 6:09:01,elife,elife,72629,Pre-editing,Editor,level-2,All the tables in this article should have proper ID. Please fix this.,Tables id labels updated,Structure Content,other,Saving Issue,Product,Product BUG,Muthukumar Balachandran,1h 7m
2022-01-03 9:29:58,elife,elife,72629,Pre-editing,Editor,level-2,"Please change the Appendix tables to Normal tables, that is Table 1, Table 2, Table 3 and Table 4.",Tables updated,Structure Content,other,Saving Issue,Product,Product BUG,Muthukumar Balachandran,1h 22m
2022-01-03 3:01:48,mbs,acmi,ACMI-D-21-00195,Typesetter Review,Editor,level-2,Please fix the Probe validation error.,Probe ( sub-id missing) cleared,Document elements,Subject,Meta data loading issues,Product,Product bug,Hariharan (TYPESETTER),1h 42m
2022-01-03 9:21:24,bmj,bmjopen,bmjopen-2020-048325,Typesetter Check,Editor,level-2,Please retain the deleted funding statementimage.png,Funding statement restored,Document elements,Funding,Meta data loading issues,Product,Product bug,Hariharan (TYPESETTER),1h 53m
2022-01-03 9:45:35,mbs,ijsem,IJSEM-D-21-00592,Typesetter Check,Editor,level-2,Please fix the DTD validation error.,DTD cleared,Document elements,References,Content loading issues,Product,Product bug,Hariharan (TYPESETTER),3h 36m
2022-01-03 10:15:49,elife,elife,67282,Pre-editing,Editor,level-2,"We loaded the video on glencosite still video doesn't occur on Kriya. So, please fix this.",Check approapriately whether the videos are loaded.,Document elements,Video component,Linking between the elements are incorrect,People,Special Request,Ranjithkumar (TYPESETTER),5h 10m
2022-01-03 13:22:32,bmj,bcr,bcr-2021-246265,Typesetter Check,Editor,level-2,"In keywords, please change ""hemangioma"" to ""haemangioma.""",keyword corrected,Document elements,Keyword,User unable to override the house style,Product,Product bug,Hariharan (TYPESETTER),1h 8m
2022-01-03 3:16:33,mbs,ijsem,IJSEM-D-21-00682,Typesetter Review,Editor,level-2,"I linked references 1, 2, 3, 4. But references serial number wrong cited. Example I linked reference 1, but serial number 2 viewed. Please fix.",Citations corrected,Document elements,Citation,Linking between the elements are incorrect,Product,Product bug,Hariharan (TYPESETTER),0h 57m
2022-01-03 6:44:02,bjp,bjo,BJO-2021-0130.R1,Final Deliverables,Editor,level-2,Capture.JPG,Copyright year changed,Document elements,Metadata,Meta data loading issues,Product,Product bug,Hariharan (TYPESETTER),2h 52m
2022-01-03 12:18:50,spe,speree,RE-0821-0011.R1,Typesetter Review,Editor,level-2,"(1) Please update the sublist pare under the main list 1 to 5 ""The original high-fidelity numerical m..."" refer https://kriya2.kriyadocs.com/resources/spe/speree/RE-0821-0011.R1/proofing/RE-0821-0011.R1.pdf?method=server(2) Table 1 and Appendix have id issue, could you please check and fix in editor, Appendix table wrongly placed in pdf",List and sub list added. Duplicate table removed,Document elements,Table component,Content loading issues,Product,Product bug,Hariharan (TYPESETTER),3h 50m
2022-01-03 11:05:15,bmj,bmjmedicine,bmjmed-2021-000099.TEST,Pre-editing,Editor,level-2,"Structure content is not working, kindly fix.",SC issue fixed.,AHS not working,Tagging pattern incorrect,Pre-processing,Product,Product Missed Requirement,Ranjithkumar Murugan,0h 9m
2022-01-03 11:12:11,spe,spej,SPE-206525-PA,Typesetter Check,Proofing,level-2,"Please help to adjust the tables mentioned in the pdf, i have tried many times. refer : https://kriya2.kriyadocs.com/resources/spe/spej/spe-206525-pa/proofing/spe-206525-pa.pdf?method=server",Fixed,Editor issue,Tablesetter,XML issues,Product,Product bug,Gowri Manohar (TYPESETTER),2h 36m
2022-01-03 4:31:22,elife,elife,65437,Typesetter Review,Proofing,level-2,Proof is not generating. Please fix.Screenshot at 2022-01-03 10-00-15.png,Fixed,Proofing scripts,Job manager,XML issues,Product,Product bug,Aysha (TYPESETTER),11h 16m
2022-01-03 9:58:14,cabi,cabi.36247,cabi.36247.013,Pre-editing,Proofing,level-2,URGENTPDF generation failed. process killed - task exit,Proof has been generated,Proofing scripts,Job manager,PDF issues,Product,Product bug,Sathish Kumar (TYPESETTER),3h 9m
2022-01-03 6:08:40,bmj,ihj,ihj-2020-000069,Typesetter Review,Proofing,level-2,PDF generation in progress... Please wait. Collect files completed. Proof not generated. Please fix,Proof has been generated,Proofing scripts,Job manager,PDF issues,Product,Product bug,Sathish Kumar (TYPESETTER),2h 1m
