Date,Customer,Project,Article ID,Stage Name,Support Type,Level,Issue reported,Resolved notes,Category,Sub-category,What,Who,Why,Agent name,SLA
2022-01-20 11:03:42,bjp,bjo,BJO-2022-0007,Pre-editing,Editor,level-2,Fix probe error,probe cleared,Document elements,Author,Content loading issues,Product,Product bug,Hariharan (TYPESETTER),4h 21m
2022-01-20 7:52:02,spe,spepo,SPE-205754-PA,Typesetter Check,Editor,level-2,"1. Change ""Eqs.41–46"" to ""Eqs. 41–46""; ""Eqs.42–46"" to ""Eqs. 42–46""; ""Eqs.1–3"" to ""Eqs. 1–3"".",citation updated,Document elements,Citation,User unable to override the house style,Product,Product bug,Sneka (TYPESETTER),1h 11m
2022-01-20 8:36:33,elife,elife,75555,Pre-editing,Editor,level-2,"Competing interests footnote ends with full stop - has filed a patent pertaining to the screening methodology, novel mutants and splitting of the ADAR2-DD (application number: 63/075,717). Is now an employee of Shape Therapeutics. - Please remove the full stop.",dot removed,Document elements,End foot notes,Content loading issues,Product,Product bug,Sneka (TYPESETTER),0h 47m
2022-01-20 7:40:04,elife,elife,73012,Typesetter Review,Editor,level-2,"The citation should also be the collaboration name ""WHO Rapid Evidence Appraisal for COVID-19 Therapies (REACT) Working Group"" please check and fix ASAP.",Citations updated,Document elements,References,House style incorrect,Product,Product New Requirement,Ranjithkumar (TYPESETTER),6h 47m
2022-01-20 12:44:42,bmj,tobaccocontrol,tobaccocontrol-2021-056850,Typesetter Check,Editor,level-2,Please add default supplemental statement.,statement added,Document elements,Copyright statement,Meta data loading issues,Product,Product bug,Hariharan (TYPESETTER),2h 55m
2022-01-20 2:12:24,elife,elife,72983,Pre-editing,Editor,level-2,Please can you move the key resource table to materials and methods heading below.,KRT moved,Document elements,References,House style incorrect,Product,Product New Requirement,Ranjithkumar (TYPESETTER),4h 37m
2022-01-20 10:47:54,elife,elife,72983,Pre-editing,Proofing,level-2,PDF process is killed. Please can you generate the pdf.,Proof has been generated,Proofing scripts,Job manager,Other,Product,Product bug,Aysha (TYPESETTER),4h 30m
2022-01-20 7:40:37,spe,spej,SJ-0721-0053.R2,Typesetter Review,Editor,level-2,"(1) Please change ""Figs. 20a, b, 21a, and b"" to ""Figs. 20a, 20b, 21a, and 21b"" (2) Please change ""Figs. 20c, d, 21c, and d"" to ""Figs. 20c, 20d, 21c, and 21d""",citation updated,Document elements,Citation,User unable to override the house style,Product,Product bug,Sneka (TYPESETTER),1h 19m
2022-01-20 12:53:58,spe,spej,SPE-209226-PA,Typesetter Check,Editor,level-2,"Change ""Fonseca et al. 2015,2017"" to ""Fonseca et al. 2015, 2017""",Citation updated,Document elements,Citation,Meta data loading issues,Product,Product bug,Hariharan (TYPESETTER),0h 10m
2022-01-20 4:56:01,bmj,tobaccocontrol,tobaccocontrol-2021-056550,Typesetter Review,Editor,level-2,"Please change supplementary file labels, ""online supplemental file 1"" as ""online supplemental table 1"" and ""online supplemental table 1"" as ""online supplemental table 2"".",label changed,Document elements,Supplementary,User unable to override the house style,Product,Product bug,Sneka (TYPESETTER),3h 23m
2022-01-20 8:02:17,cabi,cabi.34203,cabi.34203.004,Typesetter Check,Editor,level-2,Pls update the attached crxs. Am unable to do..cabi.34203.004_crx.pdf,Listed pints updated,Document elements,Metadata,Content loading issues,Product,Product New Requirement,Ranjithkumar (TYPESETTER),5h 58m
2022-01-20 8:05:35,spe,spej,SPE-209231-PA,Typesetter Check,Editor,level-2,"1. Change ""Eq.9"" to ""Eq. 9""2. PDF preview missing, please fix.",doi updated and equation updated,Document elements,Citation,Content loading issues,Product,Product bug,Sneka (TYPESETTER),0h 37m
2022-01-20 4:38:05,elife,elife,64773,Typesetter Review,Editor,level-2,PLease move to publisher review stage,Moved next stage,Structure content,Others,Workflow issues,Product,Special Request,Muthukumar (TYPESETTER),3h 0m
2022-01-20 8:03:26,elife,elife,72676,Typesetter Review,Editor,level-2,Please move this article to Author review.,Reverted,Structure content,Others,Workflow issues,People,People Training,Muthukumar (TYPESETTER),0h 25m
2022-01-20 13:04:02,elife,elife,74162,Typesetter Review,Editor,level-2,1. test [fn-xref-presence-test] fn element with an id must have at least one xref element pointing to it.--pleae fix this in XML 2. please probe regarding of impact statement,Impact statement issue cleared and present address issue fixed.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),2h 12m
2022-01-20 9:34:29,mbs,mic,MIC-D-21-00248,Typesetter Check,Editor,level-2,Please fix the Probe validation error and PMC validation error.,Please add abbrivation footnote your end.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),2h 40m
2022-01-20 13:57:41,bjp,bjj,BJJ-2021-1334.R1,Pre-editing,Editor,level-2,BJJ-2021-1334.R1. Probe error..JPG Getting Probe error. Please work on it.,Contrib email double space removed please check.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),1h 35m
2022-01-20 3:51:54,mbs,ijsem,IJSEM-D-21-00226,Typesetter Review,Editor,level-2,Please fix the Probe validation error.,Unwanted delited link removed error cleared.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),2h 43m
2022-01-20 6:25:13,bmj,heartjnl,heartjnl-2021-320116,Typesetter Review,Editor,level-2,"Please remove this text ""Jose Antonio Diarte de MiguelJose Antonio Diarte de Miguel"" at the end of collab at front matter.",Collabration unwanted direct text removed please check.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),1h 41m
2022-01-20 7:21:04,elife,elife,73420,Pre-editing,Editor,level-2,Please fix author response table Screenshot from 2022-01-20 12-48-06.png,Author response table 1 data id corrected error cleared.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),3h 13m
2022-01-20 5:44:20,bmj,postgradmedj,postgradmedj-2021-141200,Typesetter Review,Editor,level-2,Please apply continued list style in Self-assessment questions box. Fix as per MS.,List issue fixed.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),4h 0m
2022-01-20 9:59:54,spe,spepo,SPE-205990-PA,Typesetter Check,Editor,level-2,"Change ""Eqs. 4; 5"" to ""Eqs. 4 and 5""; ""Eqs. 8 9 11 13"" to ""Eqs. 8, 9, 11, and 13""",Equation citations corrected please check.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),2h 14m
2022-01-20 13:54:53,bjp,bjo,BJO-2022-0002.R1,Pre-editing,Editor,level-2,Fix probe error,Contrib email double space removed please check.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),1h 28m
2022-01-20 4:33:06,bmj,ijgc,ijgc-2021-003087,Typesetter Review,Editor,level-2,In the 'RF and JK are joint first authors' statement please change 'JK' to 'JoK',Changed joint first authors statement please check.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),1h 43m
2022-01-20 5:50:10,bmj,bmjdrc,bmjdrc-2021-002584,Typesetter Review,Editor,level-2,Remove supplementary disclaimer statement.,Removed supplementary disclaimer statement please check.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),1h 42m
2022-01-20 5:41:00,bmj,medhum,medhum-2021-012229,Typesetter Review,Editor,level-2,Please reorder the last two references. it couldn't reorder. Please fix in alphabetical order,References order corrected please check.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),1h 13m
2022-01-20 8:19:21,bmj,medhum,medhum-2021-012229,Typesetter Review,Editor,level-2,Please fix VALIDATION ERRORS,data-id updated,Probe Validation,Others,XML issues,Product,Product bug,Sneka (TYPESETTER),0h 24m
2022-01-20 15:28:37,bmj,tobaccocontrol,tobaccocontrol-2021-056847,Typesetter Check,Editor,level-2,Please add supplemental disclaimer statement in XML.,Added supplemental disclaimer statement in XML.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),0h 17m
2022-01-20 4:34:18,elife,elife,72458,Pre-editing,Editor,level-2,"1. Please fix DTD and proe error2. please fix :the preprint"" link in editor evalution as add this link ""https://doi.org/10.1101/2021.07.12.452088""",Probe cleared,Probe Validation,Others,Content loading issues,Product,Product bug,Muthukumar (TYPESETTER),9h 15m
2022-01-20 5:51:38,elife,elife,74153,Typesetter Review,Editor,level-2,Attribute data id should not be same.,Valdiation error cleared,Probe Validation,Others,Content loading issues,Product,Product bug,Muthukumar (TYPESETTER),2h 0m
2022-01-20 8:10:48,elife,elife,74153,Typesetter Review,Proofing,level-2,"Job id: fee99e9e-a4a5-4e17-adf3-e94b8117ff89, Offline article.",Processed in Offline.,Offline process,New issues,PDF issues,Product,Product bug,Sathish Kumar (TYPESETTER),4h 19m
2022-01-20 14:48:43,elife,elife,74153,Typesetter Review,Editor,level-2,"Please fix the 1 schemetron error: Authors is not mapped to ""Leverhulme Trust"".",validation cleared,Probe Validation,Others,Content loading issues,People,Product bug,Ranjithkumar (TYPESETTER),0h 22m
2022-01-20 8:15:39,spe,spej,SPE-209230-PA,Typesetter Check,Editor,level-2,"PDF preview missing, please fix.",pdf preview updated,PDF Proof preview,Others,Content loading issues,Product,Product bug,Sneka (TYPESETTER),1h 9m
2022-01-20 7:14:35,spe,spepo,SPE-209593-PA,Pre-editing,Editor,level-2,"PDF preview missing in the editor, kindly fix this issue",pdf issue fixed,PDF Proof preview,Others,Content loading issues,Product,Product bug,Sneka (TYPESETTER),2h 12m
2022-01-20 11:14:20,ppl,bio,bio_2021_179,Typesetter Check,Editor,level-2,Please remove the author queries:1. Please note that Box 1 is cited in the text but does not appear in the content. Please provide the complete details for this Box 1 or delete the citation.2. Please note that Box 2 is cited in the text but does not appear in the content. Please provide the complete details for this Box 2 or delete the citation.3. Please note that Box 3 is cited in the text but does not appear in the content. Please provide the complete details for this Box 3 or delete the citation.Because that boxes 1–3 cites in text.,Unwanted query removed,Queries,Query card,Content loading issues,Product,Product bug,Hariharan (TYPESETTER),4h 29m
2022-01-20 8:30:32,bmj,bmjopen,bmjopen-2020-046971,Pre-editing,Editor,level-2,Tagging pattern incorrect. Please fix,Fixed. Please try and check if not working revert it back,AHS not working,Tagging pattern incorrect,Structure content,Product,Product BUG,Hariharan VP,7h 20m
2022-01-20 10:36:32,elife,elife,68679,Pre-editing,Editor,level-2,"1. app id is appendix-4, but relative to other appendices it is in position 1 2. app id is appendix-3, but relative to other appendices it is in position 2. 3. app id is appendix-2, but relative to other appendices it is in position 3. 4. app id is appendix-1, but relative to other appendices it is in position 4. 5. app must be captured as a child of an app-group element. (While changing the any equation citaions in appendix, full Appendix group reordereding) Please fix this 6. Please fix DTD-validator error. 7. equation link content does not match what it directs to (content = Equation 2a; label = 1). If we click this citations it shows empty, while we insert the citations it placed like undefined. Please fix this (11 Error). 8. link points to equation, but does not include the string 'Equation', which is unusual. Unable to fix this Error, Please look into this (3 Error)",Listed points foxed,Figure,Others,User not able to structure,Product,Product bug,Ranjithkumar (TYPESETTER),4h 16m
