Date,Customer,Project,Article ID,Stage Name,Support Type,Level,Issue reported,Resolved notes,Category,Sub-category,What,Who,Why,Agent name,SLA
2022-01-04 2:55:03,sage_digital,srmdro,srmdro-2021-282104,Typesetter Check,Editor,level-2,Validation error. Please move to next stage,Unwanted empty tag removed.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),5h 55m
2022-01-04 8:24:27,spe,spepo,SPE-205834-PA,Pre-editing,Editor,level-2,Kindly remove the numbers presented in the keywords,Removed keyword numbers please check.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),2h 2m
2022-01-04 2:49:48,sage_digital,amd,amd-2021-1071039,Typesetter Check,Editor,level-2,Approve stage error. Please move to next stage,Signing off to next stage.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),9h 28m
2022-01-04 8:02:33,spe,spej,SPE-209585-PA,Pre-editing,Editor,level-2,"1.JPG 1. In keywords, Kindly add space between CO2 and saturation 2. Kindly remove all AQ's in open queries [all reference are cited]. image.png 3. In nomenclature section, not able to delete the MVA [ Attached snap]",Listed issue fixed please check.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),6h 54m
2022-01-04 12:52:19,sage_digital,amd,amd-2021-1071037,Typesetter Check,Editor,level-2,Please remove strikeout list items in kriya. and move to next stage,Unwanted content removed please check.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),1h 47m
2022-01-04 11:23:40,elife,elife,71263,Pre-editing,Editor,level-2,[fig-title-test-2] title for Figure 2—figure supplement 12. must end with a full stop. https://elifesciences.gitbook.io/productionhowto/-M1eY9ikxECYR-0OcnGt/article-details/content/allowed-assets/figures#fig-title-test-2--Please fix this error unable to slove we tried,Probe cleared,Probe Validation,Others,Content loading issues,Product,Product bug,Muthukumar (TYPESETTER),3h 3m
2022-01-04 8:25:02,spe,spej,SJ-0621-0029.R2,Typesetter Check,Editor,level-2,"1. Please change equation citation ""Eqs. 49"" as ""Eqs. 49 through 51"" in the para ""Fig. 8 shows the comparison between the correction""2. Please change equation citation as ""Eq. Eqs. 49"" as ""Eq. Eqs. 49 to 51"" in the para ""The experimental results at the BEP were compared with""3. In keywords remove the hyphen in ultra-heavy oil (should be ultraheavy oil).4. Please add appendix citation ""Tables A-5 to A-8"" in beginning of this sentence ""in the Appendix A show in detail the average errors for each model.""5.Unable to edit Nomenclature terms. Please fix it",Listed issue fixed please check.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),8h 2m
2022-01-04 7:02:39,elife,elife,71588,Typesetter Check,Editor,level-2,[pub-date-test-6] pub-date[@pub-type='collection'] year must be the same as pub-date[@publication-format='electronic'][@date-type='publication'] year.--Please ad year of 2022 in article info,Publication year changed error cleared.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),2h 48m
2022-01-04 11:12:57,elife,elife,73456,Typesetter Review,Editor,level-2,"Please can you correct the following schematron errors:1. ""pub-date[@pub-type='collection'] year must be the same as pub-date[@publication-format='electronic'][@date-type='publication'] year.""2. [volume-test-1] Journal volume is incorrect. It should be 11.",Publication year changed error cleared.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),3h 8m
2022-01-04 12:58:46,elife,elife,72629,Pre-editing,Editor,level-2,"1. Technical Changes not carried out in Materials and methods section. (eg., Reference citation and Figure citations not captured).",Citations updated,Structure content,Others,Content loading issues,Product,Product bug,Muthukumar (TYPESETTER),3h 37m
2022-01-04 4:23:40,bmj,bcr,bcr-2021-246648,Pre-editing,Editor,level-2,please clear probe error.,Please update licence type at your end.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),2h 53m
2022-01-04 7:36:28,bmj,bcr,bcr-2021-246648,Pre-editing,Editor,level-2,"please update covid related access type, it throws probe erro",Free tag added,Probe Validation,Others,Content loading issues,Product,Special Request,Muthukumar (TYPESETTER),3h 22m
2022-01-04 7:58:22,elife,elife,74268,Typesetter Review,Editor,level-2,Please fix the schemetron errors regards pub-date and volume.,Publication year changed error cleared.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),3h 21m
2022-01-04 11:52:43,elife,elife,74268,Typesetter Review,Editor,level-3,Please fix the unwanted probe error.,"""Article type ""research-article"" mismatch with subject"" error was shown. Updated the probe rule ""r057""- If the subject value is a Scientific Correspondence, article-type is research-article. so, ""Scientific Correspondence"" is included in that rule.This error was fixed permanently.",Probe Validation,Others,Other,Product,Product New Requirement,Hemamalini (TYPESETTER),21h 33m
2022-01-04 12:51:17,elife,elife,74336,Pre-editing,Editor,level-2,1. The was a numeric changes throughout the article. Please fix (polycystin one) to (polycystin 1). Find (polycystin two) also. 2. Figure 8 supplement source data has incorrect ID and Label. Please fix this.,Listed issue updated,Structure content,Others,Content loading issues,Product,Special Request,Muthukumar (TYPESETTER),3h 16m
