Date,Customer,Project,Article ID,Stage Name,Support Type,Level,Issue reported,Resolved notes,Category,Sub-category,What,Who,Why,Agent name,SLA
2022-01-13 3:37:27,bjp,bjr,BJR-2021-0364.R1,Pre-editing,Editor,level-2,"When approve is given, it displays the probe error. Kindly work on itBJR-2021-0364.R1_Probe error.JPG",Ext-link issue fixed,Probe Validation,Others,Other,Product,Product bug,Deepika (TYPESETTER),1h 27m
2022-01-13 3:48:09,elife,elife,71332,Typesetter Review,Editor,level-2,please fix DTD and probe error,reverted abck,Probe Validation,Others,User unable to override the house style,Product,Product Missed Requirement,Ranjithkumar (TYPESETTER),3h 23m
2022-01-13 5:53:15,bjp,bjr,BJR-2021-0363.R1,Typesetter Check,Editor,level-2,Kindly fix the punctuations in the contribution statement.BJR-2021-0363.R1. Contrib statement..JPG,Punctuations fixed,Document elements,Metadata,User unable to override the house style,Process,Process Complication,Ranjithkumar (TYPESETTER),1h 37m
2022-01-13 10:27:37,bjp,bjr,BJR-2021-0363.R1,Typesetter Check,Editor,level-2,Kindly fix the punctuations in the contribution statement. [From] D.K. Kwak and S.h. Oh are joint first authors. D.K. Kwak and S.h. Oh contributed equally to this work.[ change to ] (D-K. Kwak and S-h. Oh are joint first authors. D-K. Kwak and S-h. Oh contributed equally to this work),Changed contributed equally to this work and joint first authors. Please check.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),0h 32m
2022-01-13 4:04:25,elife,elife,68648,Typesetter Review,Editor,level-2,Please fix DTD and Probe errord71b8f1d-e703-4086-b26a-cb4fc59e9897.jpeg,Probe cleared,Probe Validation,Others,House style incorrect,Process,Product Missed Requirement,Ranjithkumar (TYPESETTER),3h 13m
2022-01-13 6:39:51,rcgp,bjgpopen,BJGPO-2021-0123.R1,Typesetter Review,Editor,level-2,"Reference 9: please remove the text ""Available from:"" as this is not journal style and was added by the reference editor (I can't remove it).",Available from: removed,Probe Validation,Others,Linking between the elements are incorrect,Product,Process Complication,Ranjithkumar (TYPESETTER),3h 15m
2022-01-13 7:33:59,elife,elife,64543,Pre-editing,Editor,level-2,"1) [fig-label-test-1] fig label must be in the format 'Figure 0.', 'Chemical structure 0.', or 'Scheme 0'. https://elifesciences.gitbook.io/productionhowto/-M1eY9ikxECYR-0OcnGt/article-details/content/allowed-assets/figures#fig-label-test-1 /article[1]/body[1]/sec[4]/sec[12]/fig[1]/label[1]2) Couldn't cite this image. Please fix the label of ""uncited scheme 1"".sche.PNG",Probe cleared,Probe Validation,Others,Content loading issues,Product,Product bug,Muthukumar (TYPESETTER),7h 1m
2022-01-13 11:21:24,elife,elife,67738,Typesetter Review,Editor,level-2,"Please clear probe;1. [equal-count-test] There is one contrib with the attribute equal-contrib='yes'. This cannot be correct. Either 2 or more contribs within the same contrib-group should have this attribute, or none. Check HickeyGraham JM2.[equal-author-test-1] Equal authors must contain an xref[@ref-type='fn'] with an @rid that starts with 'equal-contrib' and ends in a digit.3. [ext-link-attribute-content-match] must contain content and have an @xlink:href, the value of which must be the same as the content of . The element in Reference 'bib48' has @xlink:href='https://github.com/%20tjparnell/biotoolbox' and content 'https://github.com/ tjparnell/biotoolbox'.",Listed issue fixed,Probe Validation,Others,Other,Product,Product bug,Deepika (TYPESETTER),2h 41m
2022-01-13 6:41:27,elife,elife,74707,Typesetter Review,Editor,level-2,Ignore the errors regards In vitro and In vivo italic and move to next stage publisher.,Move next stage,Probe Validation,Others,Content loading issues,Product,Special Request,Muthukumar (TYPESETTER),1h 25m
2022-01-13 4:02:54,elife,elife,70217,Typesetter Review,Editor,level-2,Please fix DTD error and Probe error,Reverted,Probe Validation,Others,Content loading issues,Product,Product bug,Muthukumar (TYPESETTER),2h 50m
