Date,Customer,Project,Article ID,Stage Name,Support Type,Level,Issue reported,Resolved notes,Category,Sub-category,What,Who,Why,Agent name,SLA
2022-01-28 5:22:16,bmj,thoraxjnl,thoraxjnl-2022-218763,Typesetter Check,Editor,level-2,Please fix DTD error,Reverted back to production.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),1h 23m
2022-01-28 9:13:18,mbs,acmi,ACMI-D-21-00039,Typesetter Check,Editor,level-2,Please add ORCiD: 0000-0002-1479-8979 for author 'Michael D. Cearns',ORCiD added please check.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),3h 1m
2022-01-28 10:33:04,sage_digital,srmdro,srmdro-2022-1557,Typesetter Check,Editor,level-2,Approve stage error. Validation error. Please check and resolve issue,no error,XML,Others,Other,People,People Training,Sneka (TYPESETTER),1h 56m
2022-01-28 8:38:59,mbs,jgv,JGV-D-21-00397,Pre-editing,Editor,level-2,Unable to generate pdf please fix the error (Attribute data-id should not be same.),"data-id=""contrib19"" duplicate changed.",XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),5h 0m
2022-01-28 4:55:52,elife,elife,69094,Pre-editing,Editor,level-2,Please make DISCUSSION as sentence case Discussion,DISCUSSION changed to Discussion please check.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),3h 58m
2022-01-28 8:35:33,bmj,postgradmedj,postgradmedj-2021-141426,Typesetter Review,Editor,level-2,"remove space above ""What is already known on the subject"" box (check pdf). Also, place ""all boxes in last page before Author affiliations""",Unwanted space removed box corrected.,XML,Others,Other,People,People Training,Pradheep (TYPESETTER),2h 32m
2022-01-28 11:59:09,bmj,bcr,bcr-2021-247022,Pre-editing,Editor,level-2,Fix probe error,Access free tag added please check.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),1h 59m
2022-01-28 10:37:03,spe,spej,SJ-0621-0029.R2,Typesetter Check,Editor,level-2,"1. Change ""Gülich (1999a,b)"" to ""Gülich (1999a, 1999b)""2. Change ""Gülich (1999a,b,2008)"" to ""Gülich (1999a, 1999b, 2008)""3. Change ""Eqs. 34 and 35"" to ""Eqs. 34–35""4. Change ""Eqs. 32 and 33"" to ""Eqs. 32–33""5. Change ""—"" to ""-"" in appendix table label",Figures citations changed please check.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),4h 52m
2022-01-28 2:30:53,elife,elife,73156,Typesetter Review,Editor,level-2,Solve the errorr related to break and DTD,Unwanted break tag removed.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),5h 3m
2022-01-28 8:14:39,elife,elife,73156,Typesetter Review,Editor,level-2,Solve Attribute data-id should not be same.,Attribute id issue cleared,XML,Others,Content loading issues,Product,Product bug,Hariharan (TYPESETTER),3h 1m
2022-01-28 3:34:01,spe,speree,RE-0621-0012.R2,Typesetter Check,Editor,level-2,"The para before Equation (B-14) is tagged as App block, please tag as normal paragraph.",Para tag added please check.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),0h 14m
2022-01-28 4:32:27,bmj,postgradmedj,postgradmedj-2022-141510,Pre-editing,Editor,level-2,Update covid access type and license,license update,Document elements,Copyright statement,Meta data loading issues,Product,Product bug,Hariharan (TYPESETTER),2h 46m
2022-01-28 9:37:28,bmj,postgradmedj,postgradmedj-2022-141510,Pre-editing,Editor,level-2,"Please fix probe error, still it's throwing probe on access type",access type updated,XML,Others,Unable to add additional elements,Product,Product bug,Sneka (TYPESETTER),2h 25m
2022-01-28 11:08:23,bjp,bjo,BJO-2021-0163.R1,Typesetter Review,Editor,level-2,Probe error,Copyright year changed.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),1h 24m
2022-01-28 10:57:59,bmj,neurintsurg,neurintsurg-2021-018447,Typesetter Check,Editor,level-2,Supplementary text not appeared in pdf (in end matter). please fix,Supplemental material statement added please check.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),3h 59m
2022-01-28 4:45:28,bjp,bjj,BJJ-2021-1334.R1,Typesetter Check,Editor,level-2,Table 3: This needs to be one single table in one part - please combine them.,Table merged,Document elements,Table component,Unable to add additional elements,Product,People Training,Ranjithkumar (TYPESETTER),3h 7m
2022-01-28 8:40:06,elife,elife,71094,Typesetter Check,Editor,level-2,"Please fix this warning ""td element contains two or more spaces right next to each other - it is very likely that only 1 space is necessary - ."" its more than 50 it shows in Table.",Please replace table 1 with proper style,Document elements,Others,Other,People,People Training,Sneka (TYPESETTER),4h 7m
2022-01-28 7:08:17,bjp,bjj,BJJ-2021-1089.R1,Typesetter Check,Editor,level-2,"Yes take this version. dont change the content only take tables only.Tables I-III should stay the same, IX should become IV, VIII should become V, X should become VI, XI should become VII, and XV should become VIII",table updated. check citation at your end and update,Document elements,Citation,Other,Product,Product bug,Sneka (TYPESETTER),6h 38m
2022-01-28 9:47:44,ima,ijm,ijm.00241,Pre-editing,Editor,level-2,Fix the below points:1. Fix the validation errors while clicking export pdf.Screenshot at 2022-01-28 15-13-41.png2. Update license statement,License statement updated,Document elements,Copyright statement,Meta data loading issues,Product,Product bug,Hariharan (TYPESETTER),1h 57m
2022-01-28 13:17:00,ima,ijm,ijm.00241,Pre-editing,Editor,level-2,Fix the below points:1. Figure 4 label and caption is missing from the editor after came from support.Screenshot at 2022-01-28 18-35-12.png2. Keywords duplicating in proof. Remove the uppercase keywords shown in the proof from the xml.Screenshot at 2022-01-28 18-36-07.png3. Remove the inline table present above 4.1.1 heading.Screenshot at 2022-01-28 18-40-28.png4. Notes section is displaying in the end of the PDF as well. Please check and remove it from the xml if it is duplicating in xml.Screenshot at 2022-01-28 18-42-13.png,Figure label updated,Document elements,Metadata,Content loading issues,Product,Product bug,Hariharan (TYPESETTER),16h 55m
2022-01-28 7:17:15,ppl,bio,bio_2022_102,Typesetter Check,Editor,level-2,Please remove the author name 'Lloyd Matthew'. Because that author name not in kriya. But that name came in pdf. Untitled.png,Author name removed,Document elements,Author,Content loading issues,Product,Product bug,Hariharan (TYPESETTER),0h 58m
2022-01-28 7:06:09,elife,elife,71911,Pre-editing,Editor,level-2,"1. Please fix DTD error.2. Please fix this error in Author Response images--- ""fig label in author response must be in the format 'Author response image 1.', or 'Chemical Structure 1.', or 'Scheme 1.'.""fig label in author response must be in the format 'Author response image 1.', or 'Chemical Structure 1.', or 'Scheme 1.'.",Probe cleared,Document elements,Metadata,Meta data loading issues,Product,Product bug,Hariharan (TYPESETTER),5h 43m
2022-01-28 9:34:12,mbs,mgen,MGEN-D-21-00135,Typesetter Check,Editor,level-2,Please fix the DTD validation error.,box para updated,Document elements,Box,User unable to override the house style,Product,Product bug,Sneka (TYPESETTER),2h 37m
2022-01-28 9:38:49,elife,elife,73651,Typesetter Check,Editor,level-2,"Please arrange figure blocks in order figures 1, 2 3, 4 along with their supplement in editor page.",figure ordered,Document elements,Figure component,Content loading issues,Product,Product bug,Hariharan (TYPESETTER),4h 7m
2022-01-28 16:12:13,elife,elife,73651,Typesetter Check,Proofing,level-2,Proof QC report Error: There seems to be a problem placing all the elements on the PDF. Kindly send this article back to Technical Support: Error: Following floats F4 were not placed properly.,Fixed,Knowledge issue,New FAQ,Pattern not recognised,People,People Training,Sathish Kumar (TYPESETTER),25h 45m
2022-01-28 8:28:56,sage,cms,CMS1077694,Pre-editing,Editor,level-2,"1. Table 1 seems to be table present inside the table please check and confirm.2. Please clear this probe ""journal information missing""",Probe cleared & table udpated,Probe Validation,Others,Content loading issues,Product,Product bug,Muthukumar (TYPESETTER),2h 39m
